Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
12000,2020-06-25 02:11:10,6011399591920186,"fraud_Zieme, Bode and Dooley",gas_transport,86.51,Maria,Roy,F,58665 Nicholas Ford Suite 348,Sheffield,MA,1257,42.1001,-73.3611,2121,Radio producer,1973-10-14,8a872d03d5c38cf254fad66bf6a5d55b,1372126270,41.704142,-73.820808,0
12001,2020-06-25 02:16:36,630469040731,fraud_Botsford Ltd,shopping_pos,13.94,Meredith,Ayala,F,7107 Henderson Station,Cascade Locks,OR,97014,45.67100000000001,-121.8686,1288,Barrister,1936-05-01,521d7a43e5b07226cf2443e98890793b,1372126596,46.50951,-121.56952,0
12002,2020-06-25 02:17:17,4259996134423,fraud_Flatley-Durgan,misc_net,4.86,Julie,Johnson,F,9331 Robert Passage Suite 327,Hudson,KS,67545,38.1485,-98.6408,215,Probation officer,1968-11-22,b50fa7edc4db649879ed979b4900cca6,1372126637,37.552215,-99.086361,0
12003,2020-06-25 02:19:36,6011504998544485,"fraud_Tillman, Dickinson and Labadie",gas_transport,76.68,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,1971-11-02,3eb039529fc3144716d23dd7cafbd5f4,1372126776,32.61965,-86.61359300000001,0
12004,2020-06-25 02:24:14,375767678113375,fraud_Schumm PLC,shopping_net,39.92,Christopher,Patterson,M,16744 Campbell Wall Apt. 372,Timberville,VA,22853,38.6476,-78.7717,4367,Waste management officer,1962-04-12,1cf9cf51a451451367ee3ef37efa7cf9,1372127054,38.218545,-78.274845,0
12005,2020-06-25 02:24:22,6011999606625827,fraud_Will Ltd,food_dining,116.17,Ronald,Carson,M,870 Rocha Drive,Harrington Park,NJ,7640,40.9918,-73.98,4664,"Radiographer, diagnostic",1965-06-30,bf562bfd503f848ad78120b110529aad,1372127062,40.778588,-73.684559,0
12006,2020-06-25 02:25:40,4862293128558,fraud_Cole PLC,grocery_pos,135.91,Elizabeth,Payne,F,897 Daugherty Mission,Grassflat,PA,16839,41.0036,-78.1104,489,Pension scheme manager,1956-09-15,44dc4e8f9046a87b306f11b734fa257e,1372127140,40.500799,-78.80099,0
12007,2020-06-25 02:25:49,3527536963490470,fraud_Cole PLC,grocery_pos,124.34,Teresa,Stein,F,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,1974-12-05,fefc3284375e37742db7ffd91efcdc87,1372127149,32.200094,-80.437784,0
12008,2020-06-25 02:27:20,3562679455732797,fraud_Bartoletti-Wunsch,gas_transport,78.18,Amanda,Jones,F,7320 Jennifer Forges,Queenstown,MD,21658,39.0026,-76.1424,3862,Maintenance engineer,1962-12-06,b72537eac6fe2362f1fc4ab5d637a44a,1372127240,38.827643,-76.576346,0
12009,2020-06-25 02:28:57,348253506557335,"fraud_Lesch, D'Amore and Brown",food_dining,59.42,Thomas,Gibson,M,32745 Silva Springs Suite 040,Grand Bay,AL,36541,30.4983,-88.3282,15647,Armed forces logistics/support/administrative officer,1948-03-22,43bfd8641d55349727547bcd0d160c95,1372127337,31.142605,-88.109788,0
