Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
42000,2020-07-05 23:48:26,6592243974328236,"fraud_Goyette, Howell and Collier",shopping_pos,61.22,Philip,Hart,M,97405 Vazquez Plains,Montgomery,AL,36111,32.3374,-86.2715,214703,"Chemist, analytical",1994-10-07,1743f3e829086abbec0901362009fc63,1373068106,33.056352000000004,-87.17976999999999,0
42001,2020-07-05 23:48:44,4587657402165341815,fraud_Champlin-Casper,home,81.96,Amber,Lewis,F,6296 John Keys Suite 858,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",2004-05-08,39ed5664187e09c0dbe1870a5d095b27,1373068124,41.097472,-87.027454,0
42002,2020-07-05 23:48:47,4383521454815,fraud_Botsford PLC,home,121.62,John,Robertson,M,209 Austin Stream Apt. 231,Indianapolis,IN,46290,39.9347,-86.1633,910148,Academic librarian,1987-09-22,6f9ec27df9207fc616a22234bcbbf82c,1373068127,39.945053,-86.789165,0
42003,2020-07-05 23:49:13,375974680629816,fraud_Abbott-Rogahn,entertainment,43.45,Roberta,Mccarthy,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,41.6611,-73.0449,2376,Herpetologist,1973-04-06,bcd92e9d6c05e39aa71699b7f18474fe,1373068153,40.846114,-73.472436,0
42004,2020-07-05 23:49:46,180036456789979,fraud_Larkin Ltd,kids_pets,14.48,Mackenzie,Salazar,F,982 Melissa Lock,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,1974-11-20,8e9f374bf2fd681aad09b9e226814df2,1373068186,43.841882,-90.237835,0
42005,2020-07-05 23:50:00,584673555952,fraud_Kilback LLC,food_dining,71.77,Jessica,Jordan,F,071 Wise Trace,Coleharbor,ND,58531,47.5196,-101.2332,307,Make,1930-08-13,32997bf13016a56dd29d8a3711f761dd,1373068200,48.482938,-100.325889,0
42006,2020-07-05 23:50:24,213163860545705,fraud_Champlin and Sons,home,73.08,Mark,Tyler,M,82201 Bradley Radial Suite 703,Avera,GA,30803,33.141,-82.515,741,Claims inspector/assessor,1986-04-28,000be1789877d9c94d0e07b60f4b46c7,1373068224,33.212121,-83.477336,0
42007,2020-07-05 23:50:33,2283743876903625,fraud_Bednar PLC,kids_pets,27.82,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,1997-12-27,c866e39a4e09b8d57ba110c3b7b97f08,1373068233,34.363688,-84.12701700000001,0
42008,2020-07-05 23:50:39,4646845581490336108,fraud_Padberg-Sauer,home,58.75,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,9ef2b6d309c1683ee9bcf1acdaafd399,1373068239,39.812447,-73.792288,0
42009,2020-07-05 23:50:44,4158945090781624,fraud_Wilkinson Ltd,entertainment,159.96,Justin,Bell,M,5323 Walker Island,Pittsburgh,PA,15217,40.4308,-79.9205,687276,"Scientist, marine",1973-10-19,f426fe608f3d1c0ae67e2bba3a8e88e2,1373068244,40.106057,-80.603252,0
42010,2020-07-05 23:50:49,4348786085525522,"fraud_Klocko, Runolfsdottir and Breitenberg",health_fitness,71.07,John,Nichols,M,862 Anderson Highway,Bryant,WI,54418,45.203,-88.9983,1080,Information systems manager,1979-01-08,84ac1f816caded27e98fd26a90290094,1373068249,46.104497,-89.995928,0
42011,2020-07-05 23:50:56,2703186189652095,fraud_Ankunding LLC,shopping_net,6.98,Jennifer,Banks,F,561 Perry Cove,Moravian Falls,NC,28654,36.0788,-81.1781,3495,"Psychologist, counselling",1988-03-09,342090bf4f152da321db701ae67f6ae4,1373068256,36.727567,-81.676851,0
42012,2020-07-05 23:51:26,4477156602511939689,fraud_Gulgowski LLC,home,37.69,Angela,Ross,F,0107 Clements Point,American Fork,UT,84003,40.3928,-111.7941,42384,Futures trader,1992-12-29,8fbeb84657de707efa4da966b11b5e5f,1373068286,41.29512,-111.242494,0
42013,2020-07-05 23:51:39,375974680629816,fraud_Waelchi Inc,kids_pets,100.5,Roberta,Mccarthy,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,41.6611,-73.0449,2376,Herpetologist,1973-04-06,be162393070a443c44e9251d5293a2ca,1373068299,42.356745,-72.50402700000001,0
42014,2020-07-05 23:51:42,4836998673805450,"fraud_Langworth, Boehm and Gulgowski",shopping_net,1.64,Susan,Hardy,F,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,1979-04-12,0c291c7a08f47794e032330fff8e9c87,1373068302,45.388234,-85.256428,0
42015,2020-07-05 23:51:44,4181833256558613886,"fraud_Terry, Johns and Bins",misc_pos,4.24,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,e1d8ec4c115eaa3e2cdb5ef4b118dd32,1373068304,36.090254,-105.892569,0
42016,2020-07-05 23:51:50,3592325941359225,fraud_Romaguera Ltd,health_fitness,75.73,Ashley,Robinson,F,1007 Colton Forks,Hopewell,VA,23860,37.2876,-77.295,31970,Purchasing manager,1935-08-15,e9838fe48b587580e21ca9ba190fa5f6,1373068310,38.077725,-78.058098,0
42017,2020-07-05 23:52:19,377993105397617,"fraud_Haley, Jewess and Bechtelar",shopping_pos,4.92,Nathan,Martinez,M,586 Thomas Cliffs,Oconto Falls,WI,54154,44.8755,-88.1555,5548,Mining engineer,1975-09-11,3b5b1c9cffda45919166e3333504c9e1,1373068339,45.128755,-87.65854200000001,0
42018,2020-07-05 23:52:23,36485887555770,fraud_Quitzon-Goyette,home,48.43,Michael,Gross,M,230 Ryan Tunnel Apt. 025,Fulton,OH,43321,40.4971,-82.8342,267,Facilities manager,2005-01-29,f9a1dc9459b54d48a2d828c1820a5725,1373068343,39.915602,-81.84174,0
42019,2020-07-05 23:52:40,6011999606625827,fraud_Kautzer and Sons,personal_care,41.91,Ronald,Carson,M,870 Rocha Drive,Harrington Park,NJ,7640,40.9918,-73.98,4664,"Radiographer, diagnostic",1965-06-30,6a8ef9358f235e5ce5198cb7871816fb,1373068360,41.32054,-73.029436,0
42020,2020-07-05 23:53:18,4393520897625,fraud_Padberg-Sauer,home,89.84,Charles,Rodriguez,M,240 Tracy Forges,Easton,KS,66020,39.3391,-95.0999,1442,Air broker,1982-05-20,15a6c8477b81faa9cb82164f9acdcf81,1373068398,38.449675,-94.246393,0
42021,2020-07-05 23:53:30,3511058278399773,fraud_Kassulke Inc,entertainment,28.98,Briana,Santos,F,702 Tabitha Drive,New Goshen,IN,47863,39.5803,-87.4616,205,"Engineer, mining",1960-01-06,7f9cf3e9ef8a81bcb179b563909e2168,1373068410,38.691683000000005,-88.146629,0
42022,2020-07-05 23:53:38,4254074738931278,"fraud_Kling, Howe and Schneider",home,32.11,Gary,Hall,M,69085 Short Shores,Allentown,NY,14707,42.0737,-78.0594,239,Radio producer,1956-05-02,3eb20677174b933b9811848ad503ae9b,1373068418,42.525705,-78.902497,0
