Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
36000,2020-07-03 22:04:16,6011975266774121,"fraud_Crist, Jakubowski and Littel",home,55.67,Haley,Wagner,F,05561 Farrell Crescent,Annapolis,MD,21405,39.0305,-76.5515,92106,"Accountant, chartered certified",1943-05-28,6043812c3d31cf9f5982f45cf24ab548,1372889056,38.424696,-77.06146,0
36001,2020-07-03 22:04:59,4560004149983868183,fraud_Boyer-Haley,travel,1189.68,Stacy,Villegas,F,20581 Pena Walks,Colorado Springs,CO,80951,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,1992-05-09,add0decfbe3fe7d3b3d26c0af6149a72,1372889099,39.594492,-104.128594,0
36002,2020-07-03 22:05:37,3577794103155425,fraud_Skiles LLC,home,27.11,Mary,Humphrey,F,9853 Flynn Hollow Apt. 602,Reynolds,ND,58275,47.7068,-97.2092,733,Visual merchandiser,1994-11-12,57d9c6d7e63212fcd97f99a39c57a268,1372889137,47.981584000000005,-96.778422,0
36003,2020-07-03 22:05:45,4302480582202074,"fraud_Altenwerth, Cartwright and Koss",shopping_net,7.37,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,1995-05-25,20a6edfaba703764aaa27a274efe1571,1372889145,43.001608,-85.367432,0
36004,2020-07-03 22:06:52,38588538868506,fraud_Thompson-Gleason,health_fitness,115.38,Jacqueline,Curry,F,3047 Jeff Place,Marathon,TX,79842,30.1886,-103.2214,498,Lexicographer,1990-11-23,ea37c3e803611aef6389df251f062464,1372889212,29.927281,-102.304582,0
36005,2020-07-03 22:07:19,3523843138706408,fraud_Towne LLC,misc_pos,5.9,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,1970-11-20,12cf671c44a609238bce312f746777c0,1372889239,31.995031,-86.150283,0
36006,2020-07-03 22:07:49,630441765090,"fraud_Lang, Towne and Schuppe",kids_pets,33.6,Susan,Washington,F,759 Erin Mount Suite 956,May,TX,76857,31.9571,-98.9656,1791,Corporate investment banker,1965-07-26,62e21c049fb3c9d8d30bd6098f2e9fc8,1372889269,31.760855,-99.136319,0
36007,2020-07-03 22:09:03,6011148190095209,fraud_Dibbert and Sons,entertainment,344.45,Terri,Bailey,F,508 Erin Mount,Daly City,CA,94015,37.6787,-122.478,107941,"Buyer, industrial",1991-10-04,e63d39201333db22117f249c689d3367,1372889343,38.399993,-123.184226,0
36008,2020-07-03 22:09:22,38797410705641,fraud_Kilback LLC,food_dining,62.68,Andrew,Tucker,M,583 Gray Creek,Oak Hill,NY,12460,42.4069,-74.1528,277,Glass blower/designer,1971-12-12,ef660b04d62def859cd161a7c2f26a4a,1372889362,42.566832,-75.147083,0
36009,2020-07-03 22:09:27,501802953619,"fraud_Fadel, Mertz and Rippin",entertainment,19.98,Robert,Flores,M,3277 Fields Meadows Apt. 790,Greenview,CA,96037,41.5403,-122.9366,308,Call centre manager,1958-09-20,31117480efea4dcbcc0419218ff85427,1372889367,40.672057,-122.594329,0
36010,2020-07-03 22:09:52,4601636330889,fraud_Howe PLC,entertainment,26.27,Mark,Rivera,M,383 Contreras Hills Suite 658,Humble,TX,77338,30.0041,-95.2825,194500,Tax adviser,1990-12-18,e56d505ce3e2a3f1ff8bbcb8bb2058f3,1372889392,30.419728000000003,-95.820979,0
36011,2020-07-03 22:10:45,38295635583927,fraud_Bode-Schuster,kids_pets,87.54,Candice,Brown,F,9412 Harris Mews,O Brien,TX,79539,33.3749,-99.8473,178,Warden/ranger,1983-06-14,6e105efb6625f9422b122c696368c0e1,1372889445,32.490682,-100.473728,0
36012,2020-07-03 22:11:22,6573561108825071,fraud_Prosacco LLC,personal_care,17.39,Kristina,Lewis,F,5449 Brandi Heights Apt. 111,Tulsa,OK,74130,36.2395,-95.9596,413574,Bookseller,1968-06-18,9146fb4d09d1cbe558a9792de6b5318b,1372889482,35.368065,-95.712363,0
36013,2020-07-03 22:12:06,6538891242532018,fraud_Auer-West,shopping_net,236.69,Jodi,Rodriguez,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",1977-03-23,7064f1027a4e71b796d87f99bb52966a,1372889526,35.879973,-90.923457,0
36014,2020-07-03 22:12:22,30551643947183,fraud_Gleason and Sons,kids_pets,50.2,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,1973-11-14,62479d10d9a178c883901d5101960380,1372889542,34.292493,-80.786466,0
36015,2020-07-03 22:12:30,180048185037117,fraud_Morissette PLC,shopping_pos,13.55,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,41a2e7570b19e8dd6e1fd06f946e78a4,1372889550,40.087422,-74.302634,0
36016,2020-07-03 22:12:34,213180742685905,"fraud_Denesik, Powlowski and Pouros",home,98.35,Kayla,Sutton,F,010 Weaver Land,Carlotta,CA,95528,40.507,-123.9743,1139,"Therapist, occupational",1951-01-15,e5c3e173c272c4ca67e8a5e4d9cab5a8,1372889554,41.017895,-124.487075,0
36017,2020-07-03 22:13:40,3501509250702469,fraud_Bode-Schuster,kids_pets,26.89,Frank,Anderson,M,0611 Stafford Valley Suite 504,Naples,FL,34112,26.1184,-81.7361,276002,"Programme researcher, broadcasting/film/video",1979-01-02,78bae012732929f1fb3d612346875220,1372889620,26.875268,-82.15146700000001,0
36018,2020-07-03 22:14:45,4935858973307492,"fraud_Fadel, Mertz and Rippin",entertainment,68.62,Lance,Wagner,M,6003 Brady Shoal Apt. 449,Irwinton,GA,31042,32.8088,-83.17399999999999,1841,Film/video editor,1975-06-01,41d088efcf768987216a65b83629e711,1372889685,32.292577,-82.52607900000001,0
36019,2020-07-03 22:14:56,36913587729122,"fraud_Klocko, Runolfsdottir and Breitenberg",health_fitness,13.88,Ana,Mccormick,F,4503 Patricia Route,Meridian,ID,83646,43.6498,-116.4306,84106,Intelligence analyst,1971-02-11,c6ac603ee2ddc5112f2419a95dd248de,1372889696,44.09257,-115.769353,0
36020,2020-07-03 22:15:32,6011393492413821,fraud_Gottlieb-Hansen,personal_care,65.34,Natalie,Watson,F,386 James Roads Apt. 233,Los Angeles,CA,90014,34.0443,-118.2509,2383912,"Journalist, newspaper",1959-05-30,534c45b0406d266d02727859afaeafcd,1372889732,33.277181,-117.595756,0
36021,2020-07-03 22:15:44,4018105808392773675,fraud_Deckow-Dare,food_dining,65.54,Katherine,Love,F,5884 Sandoval Square Apt. 371,Allenhurst,NJ,7711,40.2367,-74.0067,1533,"Administrator, charities/voluntary organisations",1935-04-15,9685a24f3fac0dd8e0cb2d3715f71155,1372889744,40.546778,-74.641048,0
