Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
14000,2020-06-26 01:06:39,3562679455732797,fraud_Jast-McDermott,shopping_pos,7.73,Amanda,Jones,F,7320 Jennifer Forges,Queenstown,MD,21658,39.0026,-76.1424,3862,Maintenance engineer,1962-12-06,055623e3484079c4b86d106fc83f017f,1372208799,39.679749,-75.315003,0
14001,2020-06-26 01:07:13,2297447006766555,fraud_Cassin-Harvey,grocery_net,66.76,Laura,Walker,F,611 Michael Rue,Cisco,IL,61830,39.9972,-88.6962,478,Landscape architect,1960-01-13,5425b376338c51a1739fcce31be84b4f,1372208833,39.348973,-89.242002,0
14002,2020-06-26 01:07:25,3523898249167098,"fraud_Tillman, Dickinson and Labadie",gas_transport,50.79,Joshua,Carpenter,M,04975 Allison Shoal,Bronx,NY,10463,40.8798,-73.9067,1382480,"Therapist, drama",1990-11-09,6a66ade74f61db317f049a459d996836,1372208845,41.069642,-74.818354,0
14003,2020-06-26 01:07:51,4713464490314802,fraud_Mante Group,misc_net,73.99,Wesley,Parker,M,7452 Browning Port,Mc Intosh,SD,57641,45.7084,-101.1546,295,"Designer, industrial/product",1981-01-26,bca7cc07228556c50987bf69d763fa49,1372208871,45.95483,-100.396618,0
14004,2020-06-26 01:08:30,4874017206859125,fraud_DuBuque LLC,grocery_pos,224.46,Lauren,Williams,F,065 Jones Stravenue,Lake Oswego,OR,97034,45.4093,-122.6847,42817,Planning and development surveyor,1982-05-28,0af19a01854f2ae4e70062f098ec88c7,1372208910,46.005382,-123.171272,0
14005,2020-06-26 01:09:03,4451438912406400,"fraud_Stroman, Hudson and Erdman",gas_transport,63.72,Cheryl,Morgan,F,7535 Amanda Manors Suite 293,Norman,AR,71960,34.4596,-93.6743,1383,Manufacturing engineer,1999-09-11,bed83a9ec42937a5bde636713e821d90,1372208943,34.1304,-93.431721,0
14006,2020-06-26 01:09:21,6595970453799027,fraud_Mohr Inc,shopping_pos,2.5,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,1969-09-11,0f8f5871080838be5ada6eef51a2ad50,1372208961,39.804353000000006,-75.390914,0
14007,2020-06-26 01:09:25,4900628639996,fraud_Block-Parisian,misc_net,1.1,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,1973-09-22,53aa46d83525ae4118fea100f630ed8f,1372208965,33.76112,-117.196518,0
14008,2020-06-26 01:09:38,2235613922823698,fraud_Auer-Mosciski,grocery_pos,107.29,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,1980-12-16,19b2326665c4e727e2a8f292f693b357,1372208978,42.406869,-104.220678,0
14009,2020-06-26 01:09:52,5410056176712193,fraud_Hills-Olson,grocery_net,86.31,Jeffrey,Krause,M,4742 Alexandria Mountain,New Franken,WI,54229,44.5592,-87.8235,4306,Art therapist,1989-10-19,be2ea2a2a4d62789e997bf254314b548,1372208992,44.676257,-86.939269,0
14010,2020-06-26 01:10:49,3560336828629935,fraud_Brekke and Sons,gas_transport,79.89,Christopher,White,M,13613 Hammond Ferry,Clutier,IA,52217,42.0789,-92.3763,590,"Embryologist, clinical",1953-03-30,75ded087cd4d6d458ed0071db740e446,1372209049,41.924865,-92.425337,0
14011,2020-06-26 01:11:16,561942763351,fraud_Torp-Lemke,misc_pos,25.58,Melissa,Brown,F,330 Montoya Ramp,Washington,DC,20036,38.9087,-77.0414,601723,Prison officer,1986-03-14,ae6f070d59523e3433d84fd8264f029e,1372209076,39.12376,-77.402349,0
14012,2020-06-26 01:11:59,30242921189660,fraud_Kuhn LLC,misc_net,2.82,Dalton,Jones,M,3304 Hernandez Run,Afton,MI,49705,45.3637,-84.4695,937,Technical brewer,1958-04-06,aea8ba851c070fb2c956182820ba0057,1372209119,45.618383,-83.654387,0
14013,2020-06-26 01:12:40,377550167323848,fraud_Jakubowski Group,food_dining,112.0,Kevin,Walters,M,87227 Tapia Burgs,Auburn,ME,4210,44.0948,-70.23899999999999,23045,Tourist information centre manager,1958-09-02,204d768ed2b8d903c5554f1b48bb8528,1372209160,43.586808000000005,-70.1463,0
14014,2020-06-26 01:13:01,6506116513503136,"fraud_Cremin, Hamill and Reichel",misc_pos,53.01,Kimberly,Rice,F,63991 Destiny Rue Apt. 651,Tyler,TX,75703,32.2768,-95.3031,144160,Sports development officer,1984-05-04,2d8ae9bfa48d7ea66d03420455c174ef,1372209181,31.965313,-94.746867,0
14015,2020-06-26 01:14:40,3511378610369890,fraud_Auer-Mosciski,grocery_pos,54.65,James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,1973-04-01,c75c08a5728f6778523c737425c6ccd5,1372209280,34.025985,-87.475139,0
14016,2020-06-26 01:14:47,4452366298769043,fraud_Skiles-Ankunding,grocery_net,63.34,Linda,Davis,F,6602 Ortiz Pine Apt. 179,Blooming Grove,TX,76626,32.0758,-96.701,1563,Financial adviser,1978-03-04,dbfe6e07f130e0fece46794c092b92a1,1372209287,31.477312,-97.676526,0
14017,2020-06-26 01:14:49,30143713661454,fraud_Keeling-Crist,misc_pos,1.19,Nicholas,Thornton,M,5270 Megan Burg Suite 756,Halma,MN,56729,48.6669,-96.5969,140,"Embryologist, clinical",1942-01-06,9f1ec7f032d6c018913439c4098d6b1b,1372209289,47.993487,-95.998685,0
