Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
44000,2020-07-06 13:41:44,3551217896304745,fraud_Stamm-Witting,shopping_net,2.82,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,1976-10-09,a0c46cdb90e085b5a98a1c534e8d1462,1373118104,44.588488,-74.340131,0
44001,2020-07-06 13:42:11,213141712584544,"fraud_Roberts, Ryan and Smith",personal_care,55.36,Margaret,Curtis,F,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,1984-12-24,ff74925312977ec182e6992ebed8b73c,1373118131,31.890507,-89.69317,0
44002,2020-07-06 13:42:12,4191109180926792,fraud_Waters-Cruickshank,health_fitness,59.42,Jennifer,Spencer,F,477 Wheeler Burg,Amanda,OH,43102,39.6251,-82.7552,4512,Farm manager,1992-10-03,8961d2d69a278ceea86f2f175940bb72,1373118132,38.749989,-82.456879,0
44003,2020-07-06 13:42:29,2268221587779419,fraud_Prosacco LLC,personal_care,11.55,Peggy,Berry,F,517 Vasquez Lodge,Vancouver,WA,98665,45.6892,-122.6616,299480,Teaching laboratory technician,1985-01-02,05bdfb78a19f65c0119740bbd10d2c85,1373118149,46.354263,-121.809022,0
44004,2020-07-06 13:42:30,2286236465059468,fraud_Hackett Group,travel,6.32,Morgan,Murray,F,2788 Brittney Island,Blairstown,MO,64726,38.5319,-93.9221,467,Agricultural consultant,1950-05-27,15866585c19f6e326716aaa5c5e80e97,1373118150,37.981771,-94.311484,0
44005,2020-07-06 13:42:36,342952484382519,"fraud_Schroeder, Hauck and Treutel",entertainment,99.04,Kayla,Jones,F,6033 Young Track Suite 804,East Canaan,CT,6024,42.0158,-73.2913,647,Comptroller,1987-09-26,5f39be5e20325e62609da2506fa0e9d6,1373118156,42.381152,-73.427708,0
44006,2020-07-06 13:42:56,213154573301411,"fraud_Schumm, McLaughlin and Carter",food_dining,53.68,Christopher,Sheppard,M,39218 Baker Shoals,Bristow,IN,47515,38.1981,-86.6821,965,Horticultural therapist,1982-02-10,b7bc5ae52aec127c81d396eb59674e3c,1373118176,38.301944,-87.076213,0
44007,2020-07-06 13:42:56,4158945090781624,"fraud_Conroy, Balistreri and Gorczany",health_fitness,89.05,Justin,Bell,M,5323 Walker Island,Pittsburgh,PA,15217,40.4308,-79.9205,687276,"Scientist, marine",1973-10-19,a4102717cec8ff19d66b0fa439045aa3,1373118176,41.420251,-80.674869,0
44008,2020-07-06 13:43:05,213156747557083,fraud_Boyer PLC,shopping_net,1.65,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,1982-07-30,047910b4bc6c73a01633f9361f39e6b3,1373118185,34.651907,-118.268547,0
44009,2020-07-06 13:43:10,6011504998544485,fraud_Gleason and Sons,kids_pets,5.91,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,1971-11-02,f849c91d736c5b07cc0db5ba04212e99,1373118190,32.554264,-87.245947,0
44010,2020-07-06 13:43:22,30074693890476,fraud_Berge-Hills,kids_pets,42.93,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,1993-08-16,acc8cbc73137404ff8464e3ae2a22907,1373118202,38.161905,-100.66327,0
44011,2020-07-06 13:43:31,4671727014157745,"fraud_Zemlak, Tillman and Cremin",personal_care,13.45,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,1955-07-25,4c219692a4d610f034690203ab4a988f,1373118211,39.910943,-85.162865,0
44012,2020-07-06 13:43:50,4996263498048679,fraud_Reichel LLC,personal_care,23.53,Kendra,King,F,154 Hernandez Keys,Smith River,CA,95567,41.9404,-124.1587,1930,Web designer,1983-06-13,40a768ceba8bbfe55e7808f4d0c66a86,1373118230,42.26407,-123.195611,0
44013,2020-07-06 13:43:55,4476840372112,fraud_Tillman LLC,travel,7.71,Steven,Walters,M,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",1979-01-21,6d26bf1852122dd415b1655913f81a8a,1373118235,34.642834,-87.024102,0
