Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
46000,2020-07-06 23:04:37,6011360759745864,fraud_Auer LLC,personal_care,34.29,Steven,Williams,M,231 Flores Pass Suite 720,Edinburg,VA,22824,38.8432,-78.6003,6018,"Designer, multimedia",1947-08-21,b9b0fa048e5c68749f6701dbcd43dfa3,1373151877,38.049516,-78.216298,0
46001,2020-07-06 23:04:45,4727244663135968,fraud_White and Sons,home,23.39,Mary,Lewis,F,118 Justin Extension,Bay Minette,AL,36507,30.8635,-87.7644,19090,Science writer,1929-05-30,bb16293c7513804f48ddb6c33f012eea,1373151885,30.997441,-88.43691700000001,0
46002,2020-07-06 23:04:46,60495593109,"fraud_Ritchie, Bradtke and Stiedemann",travel,4.84,Randall,Dillon,M,4440 George Mills Suite 591,Dallas,TX,75210,32.7699,-96.743,1263321,Television camera operator,1942-11-24,b3c8fc9940aff4de5563bdfd047d0f23,1373151886,33.268761,-96.039598,0
46003,2020-07-06 23:05:28,30238755902988,"fraud_McCullough, Hudson and Schuster",food_dining,9.61,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,1976-01-02,522161ff9d337e01fec2d36a1bc26a1a,1373151928,29.611459000000004,-97.087507,0
46004,2020-07-06 23:05:40,213193596103206,fraud_Schmidt-Larkin,home,83.23,James,Hunt,M,7369 Gabriel Tunnel,Pointe Aux Pins,MI,49775,45.7549,-84.447,95,Electrical engineer,1994-02-09,51dfa131d696ecf6375f7a3c95f7d641,1373151940,44.973961,-85.06904399999999,0
46005,2020-07-06 23:05:45,573860193545,"fraud_Bahringer, Osinski and Block",food_dining,113.79,Cristian,Jones,M,0423 Kirby Field Suite 623,Wilmette,IL,60091,42.0765,-87.7246,27020,Trade mark attorney,1986-07-23,8505307fd94a2503a9130bb7f12d4fb8,1373151945,42.62833,-87.029457,0
46006,2020-07-06 23:05:55,180042946491150,"fraud_Kling, Howe and Schneider",home,10.59,Charles,Robles,M,3337 Lisa Divide,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,"Engineer, land",1989-02-28,1924566135e2ba3cfa64301b86b20e87,1373151955,28.129686,-82.03264899999999,0
46007,2020-07-06 23:06:03,213112402583773,fraud_McCullough LLC,misc_pos,23.43,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,129ab109d3827483d85c4fd1d05f111e,1373151963,34.370007,-81.61344799999999,0
46008,2020-07-06 23:06:32,374656033243756,"fraud_Terry, Johns and Bins",misc_pos,3.59,David,Lewis,M,1499 Michael Rue,Arlington,VA,22213,38.8954,-77.1633,207410,Mudlogger,1984-07-03,4c46518f88df592b8e8deb156e98a327,1373151992,38.476107,-76.968813,0
46009,2020-07-06 23:06:44,4988304376504,fraud_Gleason and Sons,kids_pets,19.09,William,Thompson,M,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1937-03-17,f891d93a345c288b91c65c21eb9a1088,1373152004,41.054145,-73.824831,0
