Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
48000,2020-07-07 13:30:05,502038091380,fraud_Cummerata-Hilpert,entertainment,68.11,Kurt,Peters,M,7290 Ashlee Keys,Kissee Mills,MO,65680,36.6704,-93.0377,1201,"Engineer, agricultural",1980-03-18,49adc1ff80735f72d6daffce283ed56d,1373203805,36.554277,-92.759052,0
48001,2020-07-07 13:30:39,3502088871723054,fraud_Schmidt and Sons,shopping_net,4.96,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,1976-09-08,f2d148e875829caaea835216483a2b86,1373203839,39.546534,-77.37839,0
48002,2020-07-07 13:30:43,4488941175228467,"fraud_Zemlak, Tillman and Cremin",personal_care,10.25,Jacqueline,Washington,F,138 Stephen Ridges Apt. 978,Umatilla,FL,32784,28.9254,-81.6801,11432,Private music teacher,1986-03-31,0f3bb66c59fb6ce51cd7a57bd0deb938,1373203843,28.195935,-82.58533800000001,0
48003,2020-07-07 13:30:50,376445266762684,fraud_Medhurst PLC,shopping_net,1.34,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,1982-02-11,6f3195f4d45eaa911b404506b3ad6f74,1373203850,41.372387,-101.3981,0
48004,2020-07-07 13:31:04,4294040533480516,"fraud_Cole, Hills and Jewess",home,86.3,Gail,Weaver,F,979 Stewart Lake,New Ellenton,SC,29809,33.413000000000004,-81.69,2206,Biomedical scientist,1986-12-31,ece35b007c2845013bda1afe7f40597b,1373203864,33.068888,-81.983064,0
48005,2020-07-07 13:31:04,4342532437704183,fraud_Schuppe LLC,entertainment,238.2,Kevin,Elliott,M,1852 Vincent Isle Suite 328,Newark Valley,NY,13811,42.2281,-76.1625,4354,Further education lecturer,1994-02-16,03718c3c2bf42291cc867783207a62ad,1373203864,42.390485,-76.236915,0
48006,2020-07-07 13:31:08,38199021865320,fraud_Conroy Ltd,shopping_pos,129.92,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196000000000005,-72.3001,477,Naval architect,1988-04-15,163e7f73dfea7e2c9c6120eb679ddda2,1373203868,42.588042,-71.416618,0
48007,2020-07-07 13:32:05,3599237318576484,fraud_Thompson-Gleason,health_fitness,139.17,Jessica,Smith,F,06808 Ryan Valleys,Dubre,KY,42731,36.8421,-85.5396,341,Insurance risk surveyor,1932-11-19,2ba0d43f81f8b6203caaabe296af7e24,1373203925,36.150162,-84.735938,0
48008,2020-07-07 13:32:07,5104807169438134,"fraud_O'Reilly, Mohr and Purdy",home,68.06,Regina,Johnston,F,641 Steven Mall Apt. 299,Westhampton Beach,NY,11978,40.8295,-72.6473,3255,Financial trader,1978-07-08,ed7c08f4796514e0d30f90e91eaaeed9,1373203927,40.804443,-72.11456,0
48009,2020-07-07 13:32:52,6011706277606006,fraud_Botsford PLC,home,29.13,Scott,Sullivan,M,776 Martin Ridge,Newton,NH,3858,42.8678,-71.042,4603,"Therapist, music",1952-12-07,2b45fe1e810a0308a62cc7721019376a,1373203972,43.746649,-71.937535,0
48010,2020-07-07 13:33:08,4586260469584,fraud_Heaney-Marquardt,entertainment,18.87,Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,1953-01-20,2b6ee5db437b7280142e3f3086dd2896,1373203988,40.139649,-94.653148,0
48011,2020-07-07 13:33:33,4067137330196900,fraud_Pacocha-Weissnat,kids_pets,100.7,Christina,Eaton,F,3256 Brooks Field,Eldridge,AL,35554,33.9315,-87.6194,1186,Politician's assistant,1986-11-12,0f68fbec160ffa09e1c7a220f7c3ff3a,1373204013,34.747532,-88.535143,0
48012,2020-07-07 13:33:41,6506116513503136,fraud_Breitenberg-Hermiston,kids_pets,25.57,Kimberly,Rice,F,63991 Destiny Rue Apt. 651,Tyler,TX,75703,32.2768,-95.3031,144160,Sports development officer,1984-05-04,c9a2665eb505a6a0440ea920d2e0043c,1373204021,33.270844,-94.474912,0
48013,2020-07-07 13:33:51,30273037698427,fraud_Bartoletti and Sons,personal_care,36.0,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,2000-06-13,12cc366deedbbeab535a44de2d7739ff,1373204031,36.464586,-92.237733,0
48014,2020-07-07 13:34:07,3525668150756629,fraud_Erdman-Ebert,personal_care,75.47,Christopher,Choi,M,04611 Sandra Spring Suite 059,Rumely,MI,49826,46.3481,-87.0436,137,Film/video editor,1990-08-13,73c667bef93f8ba535fb043140cb799c,1373204047,46.197014,-86.900623,0
48015,2020-07-07 13:35:04,6592861994408652,"fraud_Nicolas, Hills and McGlynn",entertainment,34.65,Ashley,Whitehead,F,58188 Madison Meadow Apt. 949,Cowlesville,NY,14037,42.8112,-78.4481,1166,Colour technologist,1983-06-12,0da4772ce61ab16247789f6f903678de,1373204104,43.663371000000005,-79.12383299999999,0
48016,2020-07-07 13:35:36,213191402330021,"fraud_Armstrong, Walter and Gottlieb",food_dining,24.23,Thomas,Sullivan,M,464 Newman Crossroad,Milwaukee,WI,53228,42.9676,-88.0434,817312,"Accountant, chartered public finance",2004-03-18,2163a1e07ce951d9846fa9b8abfdb12b,1373204136,41.990559000000005,-88.42003000000001,0
48017,2020-07-07 13:35:36,2242542703101233,"fraud_Roob, Conn and Tremblay",shopping_pos,154.94,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,1996-04-10,22ff510d4f97cec0accd1355021324fe,1373204136,38.604692,-85.417808,0
48018,2020-07-07 13:36:32,4761403817546679245,fraud_Schumm PLC,shopping_net,687.23,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,89183126e3375493b16d423632927fa6,1373204192,36.830061,-92.03651,0
48019,2020-07-07 13:36:38,6011893664860915,fraud_Mohr Inc,shopping_pos,3.17,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,1975-07-31,6239a1af2e201b1b517ef3c8b31806b9,1373204198,40.161584000000005,-105.615961,0
48020,2020-07-07 13:36:53,4063094974360571498,fraud_Sporer-Keebler,personal_care,195.67,Patricia,Mendoza,F,1683 Davidson Freeway,Mendon,UT,84325,41.71,-111.9817,2078,"Scientist, audiological",1963-06-13,abfdcce97ffcc437bab57c6e678886aa,1373204213,41.014714,-111.460173,0
48021,2020-07-07 13:37:00,6517217825320610,fraud_Goldner-Lemke,entertainment,80.4,James,Reese,M,26975 Richardson Mills Apt. 402,Sontag,MS,39665,31.6453,-90.1801,1196,"Librarian, academic",1958-06-11,1e91a3dee63340450a9da959f2632ba1,1373204220,31.270444,-90.799813,0
48022,2020-07-07 13:37:33,372382441451095,"fraud_Durgan, Gislason and Spencer",home,49.98,Brent,Terrell,M,502 Rice Plaza Apt. 979,Port Ewen,NY,12466,41.8948,-73.9767,2471,Heritage manager,1966-01-21,aa6ad5b20d62de0eeca2b7d2b494505e,1373204253,42.392394,-74.86861999999999,0
48023,2020-07-07 13:37:40,30273037698427,"fraud_Swaniawski, Lowe and Robel",shopping_pos,206.45,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,2000-06-13,d1346703ffb174719809ee479255b991,1373204260,35.565094,-91.072622,0
48024,2020-07-07 13:37:55,375534208663984,fraud_Ziemann-Waters,health_fitness,73.29,Tyler,Garcia,M,408 Bradley Rest,Doe Hill,VA,24433,38.4207,-79.4629,99,Dance movement psychotherapist,1986-03-28,ca4fce2c7f64ad5ea6f54497db03458d,1373204275,37.549318,-79.000529,0
48025,2020-07-07 13:37:58,4951647200979051,fraud_Swift PLC,kids_pets,8.31,Kimberly,Miller,F,75533 Tamara Valleys,Logan,IL,62856,37.9943,-88.9417,324,"Scientist, research (physical sciences)",1976-06-15,4c0be6395e381fb57a46d9c2c70621d0,1373204278,37.375717,-89.789784,0
48026,2020-07-07 13:38:13,180072527505094,fraud_Schmeler-Howe,personal_care,90.67,Cody,Miller,M,25748 John Wells,Mooresville,NC,28117,35.584,-80.8685,69793,Control and instrumentation engineer,1953-12-08,bb75e72f6e678fd9f090bea6ac937798,1373204293,36.378057,-81.368528,0
48027,2020-07-07 13:38:33,2356276337669917,fraud_Reilly LLC,home,33.61,Benjamin,Harris,M,0881 Lori Pines,Chester,MD,21619,38.9583,-76.2842,5848,Paediatric nurse,1981-02-15,405389d3b08f21fb50c22f9b6b9cc9e4,1373204313,39.110985,-75.427356,0
48028,2020-07-07 13:38:35,3506042666828517,fraud_Howe PLC,entertainment,5.15,Christine,Burns,F,343 Hannah Parkway,Comfort,WV,25049,38.1372,-81.5962,630,Fine artist,1959-07-30,333deebe7f7e48f293520afb8a297f65,1373204315,38.914479,-81.749098,0
48029,2020-07-07 13:38:57,376656886990758,fraud_Friesen Inc,shopping_pos,6.04,Richard,Vance,M,169 Shelia Knoll Suite 753,Zavalla,TX,75980,31.1569,-94.3871,2836,"Designer, jewellery",1985-12-03,0d60e72a50c63c38e80fa482c9b346e4,1373204337,30.958219,-94.952728,0
48030,2020-07-07 13:38:59,6534628260579800,"fraud_O'Connell, Botsford and Hand",home,26.97,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,90082ae6031ff2c0acf349cc36f6f42c,1373204339,44.427819,-72.96157600000001,0
48031,2020-07-07 13:39:26,4384910379661778,fraud_Schiller Ltd,personal_care,3.76,Michelle,Russell,F,55505 Christy Via,Hawley,MN,56549,46.9777,-96.4092,4508,Naval architect,1949-04-24,6155eeae69533f2bf1b772111d5772f8,1373204366,46.801092,-96.896637,0
48032,2020-07-07 13:39:33,30518206766474,"fraud_Schneider, Hayes and Nikolaus",food_dining,10.3,Tamara,Martinez,F,471 Marquez Prairie Suite 680,Matthews,MO,63867,36.7154,-89.6287,1019,Aeronautical engineer,1979-01-26,994baf1056e4a3ec0aff14076cbd428a,1373204373,36.580288,-89.02872099999999,0
48033,2020-07-07 13:39:37,4294930380592,"fraud_Berge, Kautzer and Harris",personal_care,20.98,Misty,Rivera,F,1980 Vasquez Manors Apt. 574,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,1940-08-23,5beaf34641d30bab46dfbb1874816cb2,1373204377,37.429629,-80.86676800000001,0
48034,2020-07-07 13:39:45,4560004149983868183,fraud_Turner and Sons,shopping_pos,31.97,Stacy,Villegas,F,20581 Pena Walks,Colorado Springs,CO,80951,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,1992-05-09,cbe50526b58f4e1a4a1a0808115a0133,1373204385,38.929275,-105.579206,0
48035,2020-07-07 13:40:04,4958589671582726883,fraud_Emmerich-Rau,personal_care,53.65,Aaron,Pena,M,793 Hooper Tunnel Suite 154,Burke,VA,22015,38.7894,-77.2818,43102,Health visitor,1950-11-27,1812c995758201619e9dfad0799a38b6,1373204404,38.708454,-77.686065,0
48036,2020-07-07 13:40:42,3590736522064285,"fraud_Okuneva, Schneider and Rau",shopping_pos,6.09,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",1975-12-20,02ebd091681cc10f0fdf4478d205de2e,1373204442,33.704971,-91.886598,0
48037,2020-07-07 13:41:12,6538441737335434,"fraud_Greenfelder, Bartoletti and Davis",misc_net,120.06,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,054c7243261903029c15d18754f67493,1373204472,41.674415,-80.30759599999999,0
48038,2020-07-07 13:41:14,36913587729122,fraud_Erdman-Ebert,personal_care,12.58,Ana,Mccormick,F,4503 Patricia Route,Meridian,ID,83646,43.6498,-116.4306,84106,Intelligence analyst,1971-02-11,c899ddc1af05593d1d0af82a7c3a713e,1373204474,43.110464,-117.11182,0
48039,2020-07-07 13:41:16,4476840372112,fraud_Swift PLC,kids_pets,5.92,Steven,Walters,M,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",1979-01-21,ab21bddf5bd0f6355c21a8afe36c41af,1373204476,35.64119,-86.516087,0
48040,2020-07-07 13:41:47,4900628639996,"fraud_Schumm, McLaughlin and Carter",food_dining,186.92,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,1973-09-22,05dfa0bbf611b70a1cabab3327db7825,1373204507,34.208873,-118.64845,0
48041,2020-07-07 13:42:03,180042946491150,"fraud_Windler, Goodwin and Kovacek",home,27.53,Charles,Robles,M,3337 Lisa Divide,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,"Engineer, land",1989-02-28,c05dbe9d28dd4507932c2c6c0185395d,1373204523,27.646173,-83.419487,0
48042,2020-07-07 13:42:04,4755696071492,fraud_Mohr Inc,shopping_pos,6.7,Robert,Evans,M,01892 Patricia Vista Apt. 828,Sachse,TX,75048,32.9643,-96.6012,20328,Site engineer,1985-06-20,c7216a7d7075ea55c1cf23bd45edba3b,1373204524,32.065963,-97.446657,0
48043,2020-07-07 13:42:04,373905417449658,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,9.82,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,1970-11-12,16ecdd10f0d43e7f897d16b0be947cc9,1373204524,32.27658,-97.898024,0
48044,2020-07-07 13:42:09,675945690716,fraud_Torphy-Goyette,shopping_pos,4.7,Ellen,Smith,F,285 George Lake,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Podiatrist,2000-06-09,9cc98789a5785823e93cf19b4ede5c2f,1373204529,41.427029,-80.978379,0
48045,2020-07-07 13:42:44,2512312531485080,fraud_Schiller Ltd,personal_care,82.86,John,Mccormick,M,79414 Clark Lakes Suite 966,Warren,MI,48088,42.5164,-82.9832,134056,"Producer, radio",1956-10-08,7da71a608accec47c8ba95aad501e0f0,1373204564,43.218882,-82.521374,0
48046,2020-07-07 13:43:03,4067137330196900,fraud_Kutch-Ferry,home,127.47,Christina,Eaton,F,3256 Brooks Field,Eldridge,AL,35554,33.9315,-87.6194,1186,Politician's assistant,1986-11-12,ae0dccdc87360bc972722a28594ab415,1373204583,34.283198,-87.483067,0
48047,2020-07-07 13:43:09,4063094974360571498,fraud_Bernier and Sons,kids_pets,103.74,Patricia,Mendoza,F,1683 Davidson Freeway,Mendon,UT,84325,41.71,-111.9817,2078,"Scientist, audiological",1963-06-13,6859338db5c351506cc59d1c097a323b,1373204589,41.913273,-112.520471,0
48048,2020-07-07 13:43:12,4149635823017,fraud_Dare-Gibson,health_fitness,49.69,Samuel,Farrell,M,428 Michael Tunnel Apt. 377,Cleveland,AL,35049,33.9778,-86.5598,3996,Aid worker,1977-06-14,521fd101af12f2f8b1433cd9a30bb7fd,1373204592,34.362678,-85.819225,0
48049,2020-07-07 13:44:04,3575540972310993,fraud_Torp-Lemke,misc_pos,4.73,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,38677,34.3396,-89.5736,4198,Curator,2001-06-22,7e6a6ad11c75d1019a3a9aa9d1aee7e6,1373204644,35.186302000000005,-89.250902,0
