Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
8000,2020-06-23 14:06:42,2714019737356678,"fraud_Hermiston, Russel and Price",food_dining,6.06,Christina,Moore,F,542 Finley Ports Apt. 396,West Finley,PA,15377,39.9914,-80.4408,724,Theme park manager,1995-08-30,07a135c59137646b553c06e26b7573c8,1371996402,40.604927,-80.199207,0
8001,2020-06-23 14:06:49,3540862542587229,"fraud_Bradtke, Torp and Bahringer",personal_care,175.81,Nancy,Roach,F,376 Brown Courts,Yellowstone National Park,WY,82190,44.7957,-110.6137,369,Materials engineer,1941-11-16,f818cffd57c45889bb7cd504eccf0b51,1371996409,44.180578,-110.993516,0
8002,2020-06-23 14:07:13,376445266762684,"fraud_Bradtke, Torp and Bahringer",personal_care,15.45,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,1982-02-11,0786f856707f55b17fbdd85cfb25bd7f,1371996433,40.942621,-100.845674,0
8003,2020-06-23 14:07:31,639023984367,fraud_Jacobi and Sons,shopping_pos,2.3,Destiny,Lowe,F,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,1991-06-05,7e31d8e70090482ba75cd2651739ae73,1371996451,43.66135,-74.641425,0
8004,2020-06-23 14:07:37,30131826429364,fraud_Rempel Inc,shopping_net,8.12,Brianna,Foley,F,57256 Raymond Ports,Knoxville,TN,37932,35.9335,-84.1481,391389,"Designer, industrial/product",1994-04-22,b7ad6b510987e107e862e9ac5213e3fe,1371996457,36.286519,-83.71889399999999,0
8005,2020-06-23 14:07:37,6011231546538393,fraud_Reichert-Weissnat,travel,3.83,Johnny,Bennett,M,321 Camacho Causeway,Boonton,NJ,7005,40.9115,-74.414,15269,"Psychologist, sport and exercise",1993-07-05,53eb206fcfb1a12b83a3def8b78061ef,1371996457,40.275082,-73.597773,0
8006,2020-06-23 14:07:42,3545109339866548,fraud_Eichmann-Kilback,home,5.24,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,1999-03-05,1d47cc25014ef2d3ca64f3641b04c8f0,1371996462,33.464533,-90.031417,0
8007,2020-06-23 14:07:57,4476840372112,fraud_Lemke-Gutmann,shopping_net,7.35,Steven,Walters,M,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",1979-01-21,54971aa8e9906a841b0214bf92326675,1371996477,35.072108,-86.078519,0
8008,2020-06-23 14:07:59,4873783502705038,fraud_Kihn-Fritsch,food_dining,235.09,Elizabeth,Maxwell,F,194 Goodman Fall Apt. 569,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,1974-03-10,e0035db335d5790edf2cfe68726a7b20,1371996479,48.727885,-122.080815,0
8009,2020-06-23 14:08:00,2233882705243596,"fraud_Reinger, Weissnat and Strosin",food_dining,336.92,Jamie,Robinson,F,67089 Caitlin Meadow Apt. 905,Sturgis,MS,39769,33.357,-89.0473,1923,Medical physicist,1960-01-16,8a7492c8673ded5905cdc4c536bd11f0,1371996480,34.090508,-89.878028,0
8010,2020-06-23 14:09:11,4874006077381178,"fraud_Bahringer, Bergnaum and Quitzon",home,54.8,Patricia,Russell,F,89297 Wilson Green Suite 601,Moscow,IA,52760,41.5646,-91.0859,533,Chief Technology Officer,1990-01-13,079f5c5fc70078ac58b3d43ba89e1cd0,1371996551,40.580204,-91.268355,0
8011,2020-06-23 14:09:12,4423489490781412,fraud_Schoen Ltd,kids_pets,19.9,Christopher,Ortega,M,5045 Emily Wall,Princeton,IA,52768,41.6858,-90.3706,1426,Agricultural consultant,1957-03-06,658a5c0a1828ea83c63aaa440be10270,1371996552,41.974428,-91.03178,0
8012,2020-06-23 14:09:36,3521417320836166,"fraud_Schmeler, Bashirian and Price",shopping_net,6.65,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,1975-11-30,e2489005f7e9c59791cfb3eb7dc74ec0,1371996576,38.976322,-86.443566,0
8013,2020-06-23 14:10:00,502038091380,fraud_Padberg-Rogahn,entertainment,79.23,Kurt,Peters,M,7290 Ashlee Keys,Kissee Mills,MO,65680,36.6704,-93.0377,1201,"Engineer, agricultural",1980-03-18,899b9be864d98d4b1065e7ca865c4c27,1371996600,36.520493,-93.984146,0
8014,2020-06-23 14:10:04,570273151375,fraud_Grimes LLC,entertainment,23.27,Peter,Edwards,M,96122 Steven Flat,Allentown,GA,31003,32.6064,-83.2095,112,"Lecturer, higher education",1965-02-03,db8c3c45708198abc4d14384b096b41f,1371996604,31.654738,-83.62237900000001,0
8015,2020-06-23 14:10:14,6011724471098086,"fraud_Feil, Hilpert and Koss",food_dining,99.27,Ann,Lawson,F,144 Evans Islands Apt. 683,Burbank,WA,99323,46.1966,-118.9017,3684,Musician,1981-11-29,6b9698ccecf75fdfd839058bca0f2d46,1371996614,45.961398,-118.09057,0
8016,2020-06-23 14:10:15,346273234529002,fraud_Brown Inc,kids_pets,60.88,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,1991-10-22,0ef032daabe3d92ee1c95a1e17541254,1371996615,38.356169,-80.54784599999999,0
8017,2020-06-23 14:10:20,4727244663135968,fraud_Gaylord-Powlowski,home,16.99,Mary,Lewis,F,118 Justin Extension,Bay Minette,AL,36507,30.8635,-87.7644,19090,Science writer,1929-05-30,60eac1cf212a59480f58d0c309ae4a4b,1371996620,31.480974,-87.575725,0
8018,2020-06-23 14:11:24,4561546772499,"fraud_Cremin, Hamill and Reichel",misc_pos,238.49,Daniel,Briggs,M,7118 Jessica Unions Apt. 789,Moriarty,NM,87035,34.9889,-106.0609,7268,"Therapist, art",1988-08-04,c785874d6f7713945c098a18c5ac49d2,1371996684,34.157209,-106.972262,0
8019,2020-06-23 14:11:25,340951438290556,fraud_Weimann-Lockman,kids_pets,7.35,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962,41.0442,-73.9609,5950,Records manager,1971-07-02,a56f416ab36f66e87f6b77111709b43b,1371996685,41.303856,-73.617602,0
8020,2020-06-23 14:11:26,36485887555770,fraud_Hackett-Lueilwitz,grocery_pos,57.68,Michael,Gross,M,230 Ryan Tunnel Apt. 025,Fulton,OH,43321,40.4971,-82.8342,267,Facilities manager,2005-01-29,d052b14c4f2891f96f585bd090035633,1371996686,39.914843,-82.132869,0
8021,2020-06-23 14:11:32,4067137330196900,"fraud_Quitzon, Green and Bashirian",shopping_pos,6.0,Christina,Eaton,F,3256 Brooks Field,Eldridge,AL,35554,33.9315,-87.6194,1186,Politician's assistant,1986-11-12,957a173c41623c24e2371210e2e8eadb,1371996692,32.938915,-86.99557,0
8022,2020-06-23 14:12:38,4070511711385545,"fraud_McCullough, Hudson and Schuster",food_dining,5.37,Stephanie,Hopkins,F,44089 Carrie Crossing Suite 954,Falls City,TX,78113,28.9814,-98.0156,2435,"Engineer, mining",1967-04-09,cdbb2d8d8198b79064bf0edb1fdbf3a2,1371996758,29.075751,-98.64904,0
8023,2020-06-23 14:13:00,38057513087029,fraud_Hackett Group,travel,8.46,Marissa,Clark,F,2677 Byrd Village Suite 035,San Jose,CA,95148,37.3304,-121.7913,973849,Geoscientist,1997-01-18,c22d8d85d79befcffd5b880b9ba2b5d0,1371996780,37.797067,-121.608222,0
8024,2020-06-23 14:13:37,6011438889172900,fraud_Conroy-Emard,food_dining,63.32,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,1993-04-08,269d9d6ffe3f2cdbbd925762b30c4efa,1371996817,34.822006,-90.434685,0
8025,2020-06-23 14:14:06,676372984911,"fraud_Nienow, Barrows and Romaguera",personal_care,170.21,Vicki,Mendoza,F,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,1987-07-18,788ead4dce1b7cd9da19b3c2935fdf63,1371996846,38.934699,-98.537305,0
8026,2020-06-23 14:14:42,3541687240161491,"fraud_Windler, Goodwin and Kovacek",home,120.3,Mark,Nguyen,M,62631 Ashley Ramp Apt. 965,Sea Island,GA,31561,31.1989,-81.3322,298,"Engineer, structural",1963-04-22,8a57eac006ebe93f57f1d7abff369548,1371996882,31.8423,-80.668361,0
