Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
30000,2020-06-30 23:43:31,2266735643685262,"fraud_Douglas, DuBuque and McKenzie",travel,5.28,Carlos,Chung,M,8957 Russell Key,Grant,AL,35747,34.4959,-86.259,5901,Curator,1972-07-25,d36a94e219c2e2148b7c5e38c63ca3f4,1372635811,33.543514,-85.8497,0
30001,2020-06-30 23:43:37,6534628260579800,"fraud_Bahringer, Schoen and Corkery",shopping_pos,1.1,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,a525f30b6f439c14e6bda6a5c8359d7c,1372635817,45.11195,-72.53364300000001,0
30002,2020-06-30 23:43:37,4642255475285942,fraud_Volkman-Predovic,shopping_net,3.41,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",1987-04-23,9349100f400f366279753fb5aeef80f5,1372635817,38.605864,-110.400073,0
30003,2020-06-30 23:44:43,2254799658404120,fraud_Parker-Kunde,personal_care,6.73,Barbara,Nelson,F,7337 Browning Falls Suite 027,Valdosta,GA,31605,30.946,-83.2474,94325,Educational psychologist,1987-09-08,3bf9a76c6e0bffe708627d449be91804,1372635883,30.34119,-82.897741,0
30004,2020-06-30 23:45:01,60416207185,fraud_Zboncak Ltd,food_dining,41.99,Mary,Diaz,F,9886 Anita Drive,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Information systems manager,1986-02-17,a3e77e43ea0ab6beee048193dfe9392f,1372635901,43.443301,-108.929389,0
30005,2020-06-30 23:45:44,571365235126,"fraud_Ritchie, Oberbrunner and Cremin",travel,4.22,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,b235f1c83a61b5a5f41c9f01d3c2d0fa,1372635944,45.244968,-86.082748,0
30006,2020-06-30 23:45:45,4279161831637,fraud_Gislason Group,misc_pos,134.69,Lisa,Hendrix,F,35737 Kirby Fall Suite 409,Vanderbilt,PA,15486,40.0246,-79.6955,2303,Physiotherapist,1987-08-16,58e7e9d0e0b24a00646fd19efd5ff05d,1372635945,39.806896,-80.538785,0
30007,2020-06-30 23:45:52,3528231451607350,"fraud_Huel, Hammes and Witting",grocery_pos,359.26,Lauren,Moreno,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,078da9a1497abd069d041aec3acfa627,1372635952,39.48877,-75.297022,1
30008,2020-06-30 23:46:23,3501942333500073,fraud_Little Ltd,kids_pets,37.88,Lori,Bishop,F,08056 Alvarado Club Suite 699,Phoenix,AZ,85086,33.8155,-112.1202,1312922,Counselling psychologist,1999-11-30,fc988caa89f4c8327b253a2f97f9c920,1372635983,33.025672,-111.442761,0
30009,2020-06-30 23:46:26,180067151859700,"fraud_Runte, Green and Emard",health_fitness,64.37,Karen,Ryan,F,82468 Michelle Village Suite 556,Joliet,IL,60432,41.5378,-88.0572,128354,"Teacher, secondary school",1992-01-20,e2482edd2e9851fde80abb382dff6587,1372635986,42.451161,-88.387026,0
30010,2020-06-30 23:46:30,3528231451607350,fraud_Torphy-Goyette,shopping_pos,727.32,Lauren,Moreno,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,71185970c3e5ee07c3d62523a8d5117b,1372635990,39.889722,-74.958256,1
