Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
18000,2020-06-27 18:41:18,371034293500716,fraud_Fritsch and Sons,health_fitness,69.78,Jeremy,Jones,M,5758 Yates Center,Vinton,CA,96135,40.0235,-120.7986,128,Education administrator,1966-02-21,887d87b0ad3405cae06561097f38c9a8,1372358478,40.681162,-120.213104,0
18001,2020-06-27 18:41:19,2242542703101233,fraud_Emmerich-Rau,personal_care,20.69,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,1996-04-10,d3f5f2821c1b15e325810814035e586e,1372358479,39.042905,-85.696423,0
18002,2020-06-27 18:41:39,4561368699336875,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,7.87,Pamela,Lewis,F,653 Jessica Extension Apt. 668,Clifton,SC,29324,34.9906,-81.8327,167,Museum/gallery conservator,1988-11-01,e4ffaa55b484970bf0e7939830b0152e,1372358499,35.795998,-81.729461,0
18003,2020-06-27 18:42:12,346273234529002,fraud_Champlin-Casper,home,97.66,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,1991-10-22,816809e6f4907588923153bf10b7d020,1372358532,38.695577,-81.34088299999999,0
18004,2020-06-27 18:42:39,4587577161160601,"fraud_Romaguera, Wehner and Tromp",kids_pets,40.69,Tina,Lawrence,F,12444 Jacob Pines,Nobleboro,ME,4555,44.0943,-69.4828,1643,Financial trader,1976-04-12,64bd63570b19071ecaaf5160377c8af8,1372358559,43.32156,-69.36764000000001,0
18005,2020-06-27 18:42:54,2305336922781618,"fraud_Cormier, Stracke and Thiel",entertainment,18.8,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,1961-02-14,81cd537b5d5ab4a69842770d7205093e,1372358574,40.36738,-93.477066,0
18006,2020-06-27 18:43:02,4745996322265,"fraud_Schiller, Blanda and Johnson",home,5.37,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",1998-10-07,e999e4f140870f105bc9c91df6bf79d1,1372358582,41.689923,-85.844171,0
18007,2020-06-27 18:44:53,4906628655840914250,"fraud_Wuckert, Wintheiser and Friesen",home,19.3,Charles,Moreno,M,838 Franklin Prairie Apt. 902,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,1987-02-13,2e9681b356f9bb967eb2e707d8029f3e,1372358693,24.462173,-80.441346,0
18008,2020-06-27 18:45:04,3567879740649740,fraud_Zboncak LLC,food_dining,42.74,Tanya,Williams,F,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",1958-08-14,44b317bd0a0de55af70eb171ac2b3c07,1372358704,44.897744,-75.464555,0
18009,2020-06-27 18:45:07,342952484382519,fraud_Metz-Boehm,shopping_pos,3.45,Kayla,Jones,F,6033 Young Track Suite 804,East Canaan,CT,6024,42.0158,-73.2913,647,Comptroller,1987-09-26,a2503fd476b9e685676910f41f2deeba,1372358707,41.633382,-73.09043100000001,0
18010,2020-06-27 18:45:43,6517217825320610,fraud_Renner Ltd,home,50.75,James,Reese,M,26975 Richardson Mills Apt. 402,Sontag,MS,39665,31.6453,-90.1801,1196,"Librarian, academic",1958-06-11,1c26d9658ddebce2def83a4ef8184ef2,1372358743,32.47133,-89.848139,0
18011,2020-06-27 18:46:00,213102873001603,fraud_Swift PLC,kids_pets,11.11,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",1956-09-01,6c3e024b4582fe96b93606ea9a4e4524,1372358760,42.980189,-124.001297,0
18012,2020-06-27 18:46:38,4658490815480264,fraud_Skiles LLC,home,31.94,Tara,Richards,F,4879 Cristina Station,Keisterville,PA,15449,39.9636,-79.7853,184,Systems developer,1945-11-04,6c861af6567d4e44618ddd2f7effe1b0,1372358798,39.689412,-80.293674,0
