Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
16000,2020-06-26 21:47:07,30371006069917,fraud_Kihn-Fritsch,food_dining,6.95,Robert,James,M,92021 Miranda Meadows,Tamaroa,IL,62888,38.138000000000005,-89.2231,2135,"Development worker, community",1961-01-31,cc93bb93ba7fdd8a6800c48e43f7f262,1372283227,38.544651,-90.168311,0
16001,2020-06-26 21:47:39,30404291151692,"fraud_Kuhic, Bins and Pfeffer",shopping_net,2.41,Savannah,Lewis,F,537 Walker Freeway,North Tonawanda,NY,14120,43.0498,-78.851,45100,Ambulance person,1993-10-25,cef0fbba80a3c49bc24489b0a3b1500d,1372283259,42.942325,-79.504747,0
16002,2020-06-26 21:47:46,2706977570537524,fraud_Kutch-Ferry,home,88.08,David,Serrano,M,4739 Martin Common,Zaleski,OH,45698,39.283,-82.3977,341,Accounting technician,1978-12-18,ff25e500098cdd9c750d59e6d3bdc241,1372283266,38.996949,-82.25936300000001,0
16003,2020-06-26 21:48:49,4010002218955876,fraud_Leffler-Goldner,personal_care,83.83,Jennifer,Bishop,F,589 Matthew Brooks,Houston,TX,77026,29.7972,-95.3288,2906700,Animator,1983-08-24,64afdf4a64726f352a9dd25867bbd4a7,1372283329,29.807877,-94.412396,0
16004,2020-06-26 21:48:56,6011104316292105,"fraud_Roob, Conn and Tremblay",shopping_pos,5.75,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,1985-09-02,f9552466f1c5924fe7e0cc0ce6aa4a61,1372283336,37.220694,-78.918214,0
16005,2020-06-26 21:49:18,60422928733,fraud_Labadie LLC,personal_care,7.92,Jeffrey,Powers,M,38352 Parrish Road Apt. 652,North Augusta,SC,29860,33.6028,-81.9748,46944,Secondary school teacher,1942-04-02,58ab66497385f3800fe0e8d95adb8383,1372283358,32.971611,-82.550197,0
16006,2020-06-26 21:49:32,377026671291680,"fraud_Haley, Batz and Auer",health_fitness,94.51,Jackie,Davis,F,1898 Parker Fork Apt. 057,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,1974-10-27,ee5734b4c7ccc0390cf075a18714218f,1372283372,36.596523,-90.641783,0
16007,2020-06-26 21:49:36,30030380240193,fraud_Hammes-Beatty,kids_pets,42.73,William,Jenkins,M,50614 Kevin Point,Harper,TX,78631,30.2816,-99.241,2395,"Pharmacist, community",1993-11-17,b78ca42c634a3a3d15cbe99a8cedbe26,1372283376,29.547213,-99.736093,0
16008,2020-06-26 21:49:38,213113028819344,"fraud_Hodkiewicz, Prohaska and Paucek",travel,8.6,Melanie,Jimenez,F,77944 Daniels Valley Suite 921,Camden,NY,13316,43.3392,-75.7543,6460,Building control surveyor,1959-09-27,6b7772f3585f5c11c6de744aaa8e8aba,1372283378,43.52579,-76.292497,0
16009,2020-06-26 21:49:58,6011504998544485,"fraud_Hagenes, Kohler and Hoppe",food_dining,5.99,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,1971-11-02,ae00d80d62545eb38c0432abf00231f4,1372283398,32.957868,-86.860467,0
16010,2020-06-26 21:50:21,4797297220948468262,"fraud_Streich, Rolfson and Wilderman",kids_pets,30.1,Erica,Briggs,F,3310 Davidson Spurs Apt. 107,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,1991-03-13,24ce339e89d61a281d4ada190208e3da,1372283421,39.661532,-86.084999,0
16011,2020-06-26 21:50:31,346273234529002,fraud_Heaney-Marquardt,entertainment,51.09,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,1991-10-22,6d08d8a1c7733a1c1e873c2ab4c58c27,1372283431,37.416542,-79.780292,0
16012,2020-06-26 21:50:51,3583635130604947,fraud_Erdman-Schaden,personal_care,10.97,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,1985-01-01,174d415ed79d935295c4a1b3c1353042,1372283451,39.706336,-75.301784,0
16013,2020-06-26 21:50:51,341542810616333,"fraud_Denesik, Powlowski and Pouros",home,4.17,Billy,Mcdonald,M,304 Ryan Port Suite 335,Camden,MO,64017,39.2048,-94.0259,464,Colour technologist,1959-05-28,654db6932c4946b53909203bf7b4405c,1372283451,38.298533,-94.846765,0
