Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
38000,2020-07-04 19:01:05,2285066385084291,"fraud_Wintheiser, Dietrich and Schimmel",misc_pos,34.6,Richard,Brown,M,17819 Jose Mount Suite 657,Heidelberg,MS,39439,31.882,-88.9981,4573,"Exhibitions officer, museum/gallery",1988-02-15,1d62ade0050f0592cdbd5beb9725f39e,1372964465,32.745490000000004,-89.967881,0
38001,2020-07-04 19:01:28,4810789809665942990,fraud_Schmidt and Sons,shopping_net,4.99,Julie,Sanchez,F,916 Charles Road,Bowersville,OH,45307,39.5756,-83.7153,338,Quantity surveyor,1988-07-28,300ce8be136bbf827cc7e53f980f5cc2,1372964488,39.393953,-83.843179,0
38002,2020-07-04 19:01:30,3586008444788268,"fraud_Reinger, Weissnat and Strosin",food_dining,84.28,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,54a92a35d5b5b600d282e0fc77380939,1372964490,48.126248,-121.46166200000002,0
38003,2020-07-04 19:01:39,2229378226512508,fraud_Kilback and Sons,entertainment,78.21,Thomas,Hale,M,949 Smith Parkway,Cazenovia,WI,53924,43.4987,-90.2796,1360,Occupational hygienist,1984-11-06,b50a0db5f3fec0816563d5b3b32d95c2,1372964499,44.299451,-90.585868,0
38004,2020-07-04 19:01:44,370818583810103,fraud_Pollich LLC,home,35.69,John,Davis,M,9670 Monroe Junctions,Rockwood,PA,15557,39.9373,-79.1865,3684,General practice doctor,1976-01-10,aa9e9647b8892c8e761242738471070c,1372964504,40.245998,-80.01911700000001,0
38005,2020-07-04 19:02:46,4509142395811241,fraud_Champlin and Sons,home,51.6,Margaret,Williams,F,165 Jerry Meadows Suite 460,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",1926-07-12,5b11dd4b9d6cf230b08114cc32b33024,1372964566,30.709317,-82.095893,0
38006,2020-07-04 19:02:47,3556613125071656,fraud_Jast-McDermott,shopping_pos,6.36,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,b3257dcefeea310dc0f39446561c1004,1372964567,29.625764,-94.587345,0
38007,2020-07-04 19:02:59,347073228412010,fraud_Kilback Group,food_dining,64.29,Ryan,Johnson,M,40178 Lisa Mission,Alva,WY,82711,44.6873,-104.4414,110,"Administrator, local government",1973-05-16,807900d58e0a5cfe1099ad7348b45c4a,1372964579,44.464924,-105.358271,0
38008,2020-07-04 19:03:00,3540210836308425,fraud_Rippin-VonRueden,health_fitness,74.71,Steven,Yoder,M,94975 David Mews Apt. 316,Summerfield,TX,79085,34.7437,-102.5064,53,Fisheries officer,1992-06-19,8d9aaf3ba3218a97436466e31d8e7dde,1372964580,33.795353000000006,-102.939665,0
38009,2020-07-04 19:03:13,3545109339866548,fraud_Feil-Morar,health_fitness,25.23,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,1999-03-05,823a3e2801125168e3a1d4fe38651cb9,1372964593,34.097892,-90.162397,0
38010,2020-07-04 19:03:51,36722699017270,fraud_Weber and Sons,food_dining,6.76,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28,3108f681d437258698dc3a121cd0995c,1372964631,33.079161,-111.744747,0
38011,2020-07-04 19:03:52,3583793405872580,fraud_Schumm PLC,shopping_net,5.52,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,1970-09-27,e9e05d987d43cc278df669132622661b,1372964632,35.429567,-99.327156,0
